Combined Text,Sentiment,label
very fast very professional very fast very professional,Positive,2
"temu needs to stop using speedx temu needs to stop using speedx i have enjoyed ordering from temu, but i am extremely disappointed that temu continues to use speedx for deliveries. my package was marked attempted delivery no access even though my driveway was completely clear and accessible, and no one actually attempted to deliver my package. now, because of speedx s failure to deliver, i am being told i have to wait several more days for another attempt. customers should be allowed to choose their delivery carrier at checkout, especially when certain carriers repeatedly provide poor service. i would genuinely rather have my order sent by snail mail than speedx or as i call them, speed 0. if temu continues using speedx without giving customers another delivery option, i will seriously reconsider ordering from temu, and i will continue sharing my experience anywhere delivery-service reviews are accepted. temu, please listen to your customers. a good price means very little if the package cannot reliably make it to the customer's door.",Negative,0
trustworthy and very easy to use i downloaded the wise app it is very easy to use the company are very trustworthy i have used them a few times to exchange money and it is been easy and very fast,Positive,2
good service and excellent price good service and excellent price,Positive,2
"an inconvenient disappointment there's a peculiar irony in being told that, as a frequent traveller, i must use a payment method issued in whatever country i happen to find myself in. one would imagine that a company of spotify's scale had long since mastered the rather mundane art of accepting payment from customers who occasionally cross borders. instead, you have managed to transform a simple subscription into an administrative obstacle course. it is an inconvenience at best, and an excellent incentive for customers to explore competitors at worst.",Negative,0
do not turn up when requested do not turn up when requested. advise in minutes then cancel ride,Negative,0
scam with no refund do not book with this company they sell accomadation that does not exest and they make it so had for you to get a refund. keep asking for more information.i booked with you so why are you not giving me my money back.we had 4 familys turn up to the same accomadation as us to a sign on wall in rome to say it was a scam. shame on you booking .com for not looking after your customers,Negative,0
"i started using canva as an addition to i started using canva as an addition to capcut. i like the fact that canva is good for anyone who is new to video and image creation. i would recommend it for anyone that is just starting out , because it is pretty easy to use and navigate around in. there is also tutorials that help you navigate through the different products.",Positive,2
"unfulfilled promotional terms and unhelpful support loop customer service refund customer service refund. my recent experience with booking.com regarding a promotional partnership campaign was very frustrating. after participating in an advertised joint offer during a trip in october 2025, i was promised a benefit to be delivered within 60 days. today, more than 260 days have passed, and i still have received nothing. when contacting customer support, the process turned into an endless loop. instead of honoring or resolving the promotion advertised on their platform, the support team repeatedly redirected me back and forth to the partner airline without offering a solution. communication with their automated and human support felt designed to exhaust the customer rather than resolve the problem. i have my booking references and email correspondence ready to verify this experience. future customers should be cautious when relying on promotional offers through this platform, as accountability is severely lacking.",Negative,0
"great handy user customer experience great handy, easy to use features with very great customer support.",Positive,2
"really easy really easy, best designing option!",Positive,2
"do not drive for uber do not drive for uber. the company is so unbelievably incompetent. if your phone is stolen and you are forced to change your phone number, you will never, ever be able to regain your account because the people at uber are too incompetent to change a phone number. three weeks, 20 phone calls, 50 emails, and finally they said everything is fine and nothing was done. uber is one of the most incompetent groups of people i think to exist.",Negative,0
"booking does not deserve the volume of booking does not deserve the volume of business they get just by offering the best price occasionally. and it will catch with them soon or later and all those frustrated customers that were not able to reach booking when they most needed, will witness the fall of this company. there are plenty of other good companies to take over the business gap left by booking extremely poor customer service.",Negative,0
they keep kicking devices off they keep kicking devices off. we never exceed the number of concurrent viewing devices and really do not watch alot. i cannot just add my devices and leave them there. it invariably kicks them off. it is making me crazy for the few times we watch we should just be able to leave tvs signed in. i even got a message that the device i was using to manage the account was not authorized to use it. seriously ...,Negative,0
"wrong order received wrong order received, was cold and not edible. contact support for them to offer nothing not even a replacement. really bad customer service. will not be using doordash again. absolute disgraceful service",Negative,0
sorry sorry - it takes me a long time to understand anything new with computers. today will be my 3rd class i hope i understand a little more the women teaching the class are wonderful but i need someone to actually sit with me and work with me alone i am trying very hard to try to understand it but i do not even know how to download anything right now this is not working for me,Negative,0
"oh dear. oh dear. scammed by temu. after downloading the app on to my phonei was delighted to see that i had unlocked four free gifts from a choice they gave me. all i had to do was select my freebies and buy something of a certain value. this i did. then the scam rolled in, my purchase got me one free gift. to get the other three i would need to make three more purchases. not liking this kind of sales scam i removed the app andwont be falling for that again. not a good look temu, dont take people for fools.",Negative,0
i am not even ready to give 1 star i am not even ready to give 1 star also. they have a pathetic service. i lost 15000 product in auto and when i tried through app to call the driver no response. in uber support they did not provide me driver number saying it is privacy. i even shared my number on app. but still no use.,Negative,0
"if i could give a minus i would if i could give a minus i would. cancelled my partners hotel without telling him. on arrival home we chased for the refund as they still took half of the money. they tried to blame the hotel saying they cancelled it and would have to ask them for the refund. still a month on and no sign of any money and are trying to say that their cancellation policy is to take half of the initial charge, despite them being the ones to cancel. call handlers do not have a clue what they are doing and when we try to raise a complaint just get an automatic email saying error. absolute joke!! we will get our money back no matter what it takes. avoid booking com at all costs please.",Negative,0
the customer service is just terrible the customer service is just terrible. there is something not right about the sellers practices and if trustpilot needs proof i have photos. they always ask for you to verify your rating. sellers are offering low prices then when you buy multiple they do not ship and never respond. then you click on your item and it is priced so much higher. i think temu and it is sellers are definitely shady. and holding money up to gain interest in their banks. because if you do get refunds it is never interest or the full amount back. they shell out credits and you gave to spend even more to use them. it is a rat race. no more overseas online buying for me. . they tried to give me back twenty bucks back out of 38.00 . just terrible.,Negative,0
"it works fine once the account is all cleared, it works fine.",Positive,2
fraudulent company i ordered wingstop and then i an order at steak n shake. my steak n shake was never picked up. doordash refused to refund me for the steak n shake order. i escalated the issue and they said there was nothing they can do and then hung up on me without resolving or giving me my money so now i m filing a dispute with my bank in my bank said that they will refund my money.,Negative,0
"lost all my work 'there was an issue on our end' when loading. it was great to start off with, then when i went to edit something it kept saying there was an issue on our end and so i had no access to the things i was working on, over various days with different intenet connections. basically i lost all my work and all the time i spent on it, had to restart everything and lost so much time.",Negative,0
"i just need to vent my frustration with i just need to vent my frustration with the spotify app. it is soooooooooooooo slow!!!!!! like literally, every click takes minutes to process. i just stare into that blank screen of darkness, at the eternally spinning green circle as a quiet resentment builds within me a slow fury, as i begin to question the fabric of existence and wonder if someone is playing some cosmic joke on me, to allow such a pernicious evil as this into the world. i stand, frozen in place, contemplating the cumulative total hours, days, weeks of my life i have spent in this limbo just staring, eternally, at the spinning green circle. it is agonisingly infuriating! just clear your cache! does not work just delete your downloads does not work just reinstall does not work just stop using spotify! but how?! i cannot! there are no alternatives! i am their slave and they know it as they laugh maniacally from their ivory towers at my feeble desperation to download the next fantasy premier league gameweek 36 team selection podcast. fml please fix it spotify. i beg you",Negative,0
"public warning public warning check the real reviews before you buy rating star 1 star after more than two years of dealing with this platform, i have officially reached my limit. i am updating my review to 1 star to warn other customers. please, do yourself a favor and check the independent public reviews before you order anything. key reasons to avoid this platform terrible product quality the items sold are extremely cheap and poorly made. if you wash red clothing, the dye bleeds so badly it looks like a mess. if you buy blue items, the color runs like house paint. nothing is built to last. constant promotional loops for over two years, they constantly trap customers in endless cycles pushing coupons and credits instead of providing reliable service or quality control. incompetent support when things go wrong, customer support offers nothing but empty promises and zero actual help. a warning to all shoppers do not be fooled by inflated ratings or flashy promotions. take a look at what real customers are saying on independent review platforms the massive wave of 1-star reviews speaks for itself. save yourself the headache, protect your money, and avoid shopping here. a serious warning to new shoppers do not fall for the fake ratings rating star 1 star to anyone thinking about joining or placing an order do not be fooled by the 5-star and 4-star ratings. why you cannot trust their ratings the high ratings you see on the platform are heavily inflated because customers are constantly lured into leaving positive feedback with promises of free coupons and credits. it is a rigged system designed to trap new buyers who do not know any better.",Negative,0
"the doordash concept is good however the doordash concept is good however the people running it are horrible. im unable to get customer support. they locked my account and ive done everything to get a representative on the phone to no avail. to make things worse they keep sending me dash notifications with a locked profile. horrible customer service, definitely would choose uber over doordash anytime.",Negative,0
what went wrong was y all treated a what went wrong was y all treated a loyal customer that spends 500 or more with yall everyday literally. and this is how you treat me no just because i have to call in on business you are partners with or your dasher because my order wrong or messed up bull! and i sent you pictures of the messed up food and receipts and videos and you tell me you can t accommodate me because of to many call in or reports hell yeah i deleted my account as a human being no one deserves to be treated like that! y all are thieves stealing people money because if i send you pictures of dry ass pizza soggy fries pizza burnt and you start talking about to many reports. bull,Negative,0
"very good hey there, perfection is what we aim for knowing everything's working perfectly for you makes our day if you need anything else, feel free to reach out to us here or, via our social media platforms like x, instagram or facebook. wise.",Positive,2
"every third order is a nightmare with every third order is a nightmare with delays, cold food and when u complain generic here is your 5 dollar voucher . deleted my account and not going to feed these poor delivery apps.",Negative,0
"refreshing my connection to my bank was refreshing my connection to my bank was not working. my log in details were correct, but wise gave no reason why it was failing. also, could not find a customer service number to call. if there is one, it was not where it was easy to find.",Negative,0
"netflix charged me twice for one netflix charged me twice for one subscription over a long period of time. yes i should have noticed sooner but their attitude seems to be once they take your money, they will keep it even if it is clear that you have received nothing for it. be warned that this company makes up its own rules.",Negative,0
"why isnt there zero stars why isnt there zero stars? the dasher kept my food but showed it was picked up? so they kept my food while me and my kids were waiting on our food? and it was my birthday? the dasher didnt respond to my last message and i knew what was up..i waited over 2 hours for my food and the chat message kept saying there was nothing they can do at this point,,take it further!!!!im never using this service again,.there are way too many delivery services available to have to deal with this !!!",Negative,0
booking.com scam i use booking.com to book a 5 night stay at the brooklyn hotel. i experienced an unexpected family emergency and canceled the non refundable reservation before 24 hours. the hotel kept 897.74 of 1015.19 total. nearly 90 of my money. booking.com said there was nothing they can do about it. they advertise this hotel on their site with photo shop pictures. booking.com is apart of this scam. they get zero stars. i would never book a hotel reservation through them again.,Negative,0
love it it is so helpful i made tons of great stuff with canva not sponserd,Positive,2
stop blasting adverts at 3x the volume!!! netflix need to stop showing adverts at twice the bloody volume! literally just got given a migraine and nearly had my eardrum blown out by a dominos advert. sort your shit out,Negative,0
"namaskar namaskar . i wonder why it took us so long to review netflix ? we subscribed to netflix since about 10 to 15 years now . everything started out fine ! then the problem of viewing netflix on a smart tv began . it mostly would say that a certain selected piece cannot be shown .so viewership became localised mostly to mobile phone use . we used the chat box but they are telling that the local network in my country is blocking their signals . however , occasionally they allow you to view a selection but this is rare .",Negative,0
"i am technology challenged and adhd so i am technology challenged and adhd so i had to be coached a bit to create the buttons i wanted, but that said the program seemed pretty user friendly. i really enjoyed using it.",Positive,2
everything has been fine until last everything has been fine until last night the domino's order from hell. the delivery driver delivered 51 of food and drink to yhe wrong address not once not twice but three times. because apparently he cant follow gps. pizza was 2.5 hours late and ice cold. doordash could not find it in their heart to issue even partial refund. avoid this company like the black death they dont deserve your business.,Negative,0
"while temu has nice things while temu has many nice things, their shipping couriers are 3rd rate. temu uses gofo courier services. you cannot get ahold of gofo, even by phone even tho they have a number. speedx is even closer to worthless. no way to contact them whatsoever. both are difficult to track. temu refunded me when the delivery did not come on the delivery date and then days later speedx delivered. amazon has amazon locker. amazon blows temu away.",Negative,0
do not order from this company they are do not order from this company they are dishonest and will take your money even if you did not get the food or they cancal your order they will keep your money,Negative,0
"on my previous review on my previous review, i even left my phone , so why did not she call me? and to top that off she walked right passed me and denied working for door dash . she got my tip too. never again. i feel sorry y for that company ..",Negative,0
"awful service awful service, deliveries always seem to be missing items, customer service is not human whatsoever and never resolves issues properly, promotional offers that they email my account do not work when applied to orders even following t cs . just a scummy company overall.",Negative,0
"please do not book your car hire with please do not book your car hire with booking.com. i booked in good faith for car hire and full insurance only to be charged twice as much by the car hire company for the same services. booking.com were of no help in getting me any refund, i will never use them again.",Negative,0
feed up im so tired of verifying updating my household everytime i access netflix on a different tv in my home. it so darn annoying. i am seriously thinking of dropping this subscription.,Negative,0
"i really enjoy using canva i really enjoy using canva! it s super easy to use, even if you don t have much design experience. there are so many great templates to choose from, and i can quickly make presentations, flyers, social media posts, and more. it saves me a lot of time, and my designs always come out looking professional. definitely recommend!",Positive,2
"horrible issue resolution and penalizes customers. of recent the accuracy is poor ie every time i order meat from the grocery story they charge me for more lbs than purchased. the first time they refunded the price of the meat excessive-i only needed the difference and going forward no matter what s wrong they can t help. the meat was 9. smh. i ve paid for more things that i did receive, and charged once more for more meat than i received. smh. no thank you. best of luck.",Negative,0
"would not refund wrong items would not refund wrong items. this has happened before as well. also, they charged me for a subscription i did not sign up for and would not refund it. i would suggest not using door dash, but use grub hub instead, they have been great.",Negative,0
"biggest scam company ever this company should not be allowed to operate in the united states and should be sued and shut down. they are the biggest scam company ever and i knew that beforehand but i really wanted this one particular product so bad and they were the only ones that had it so i went ahead and placed the order then one week later i get an email from them that the order was canceled with no explanation then i get another email from them after another week saying you have received a store credit. i don t want a store credit i want a full refund so then i finally get to customer service on their chat and their representative was so relentless and trying to feed me a line of crap that you couldn t believe back-and-forth back-and-forth i kept telling them i want a refund. they kept coming back with stupid comments like you didn t receive the package or you want to return the package and they re giving me links to how to return the package and to have to go to the post office and i keep going at it with them saying i never received it. your company canceled it and back-and-forth back-and-forth and then finally they offered me a refund for only half the amount. can you believe a company like this can operate in the united states on such a large platform and be able to and scam people right out in the open like this i went back-and-forth again and finally i got a full refund and then i googled what happened to me and google ai comes back with that this is a known tactic that they tell their customer service people to try and go back-and-forth with them as much as you can so that they will get so disgusted that they will give up and just walk away leaving the credit or just accepting a half refund. i would never order from them again. no one should ever order from them, and they should be sued and prosecuted to the fullest extent of the law for unethical and unlawful business practices.",Negative,0
"i placed two orders each saying i had i placed two orders each saying i had eight free items, but i had to buy something for 5 on one and 8 on the to get the eight items free. i did that. i received both items i paid for, and one teeshirt each for the two orders where i was supposed to get eight free items. where's the rest of my two irders?????????",Negative,0
it took 3 says for a remittance veteran my accounts in usa and germany. it used to be seconds it to ok 3 says for a remittance,Negative,0
"excellent services but excellent services , do recommend to my friends , but prices need to be checked to high",Positive,2
"the absurd i have been a customer of booking.com for several years, but now i have experienced the absurd. now i find myself with a property not being booked any longer because the website says that the owner has cancelled the stay. i had booked time off from work in order to travel to the property and spend 10 days of relax. how can i find something at a similar price in such a short time? to make things more interesting and awkward, the app has stopped me acting because booking has disabled my account. i did not receive no emails, text messages or calls to tell me that the reservation had been cancelled. what if i would have not checked the app and on the presumed arrival day i would have crossed england for over 200 miles for naught?",Negative,0
what a rip off went to app looked at what a rip off went to app looked at local food restaurants decide what i and my friends order and it came to 166 but were a lot of us. checked direct to takeaway and total came to 110. then uber wanted fees to deliver. i understand it to be more expensive to get deliver but greed honestly,Negative,0
i pay to watch my shows movies not ads i pay to watch my shows movies not ads i m tired of it guess this is like regular tv now can t get away with not seeing ads,Neutral,1
"i had a great experience with canva i had a great experience with canva support. they responded to my refund request very quickly and handled my concern professionally. the process was smooth, and they clearly explained everything, making it easy to understand. i truly appreciate how fast and successful they were in resolving my issue. thank you for the excellent customer service and for valuing your users.",Positive,2
don t need to rent a car thru booking. don t need to rent a car thru booking.. learned the hard way. when i arrived at the car rental company. i didn t have all my docs and the kind agent said to me that he cancelled the reservation and i wouldn t be charged.. he referred me to his neighbours and ended up with the car. booking charged my cc and refused to refund me. greed!!! i agree that i booked but since no payment was made to car company charge a fee but don t keep it all.. rent directly with rental car co,Negative,0
"best site for my animations i have tried a few sources to create a animated video and have found canva to be the best. i only wish i could afford to pay for it, but i only animate for fun, so i will take my couple freebies on the free account.",Positive,2
"so much choice thee is only one problem with spotify premium as far as this sometimes indecisive person is concerned. with so much choice, what shall i listen to next. whether relaxing at home or out and about, spotify is my go to choice for music, podcasts and audio books. as well as tried and trusted favourites, i use it as a way to discover new artists and groups, by typing two or three letters and randomly choosing one of the things that appears.",Positive,2
helped me with my issue also helped me with my issue also responded fast after i contacted them with my issue i had. i will be recommending this app for everything!,Positive,2
"7 days to transfer hey matthew, do know that our transfer speed's dependent on factors like payment method, currencies involved, conversion up to 2 working days , bank processing times, security checks, weekends holidays. rest assured, we will aim to send out your money at the soonest possible. read more here we are here to help, please get in touch at or via social media on x, facebook, or instagram. we will be happy to look into it. wise",Neutral,1
spotify makes me mad spotify is awful i can t even choose what song i play anymore and the ads are longer than the songs! it only allows me six skips and won t let me sign into my family plan go to apple music,Negative,0
40 promo offer not given and could not tip driver my first ride on july 31st was fine except for two key things 1 - i was emailed a promo of 40 off 10 max that was never applied to my account! 2 - your app would not allow me to give the driver a tip! i have tried repeatedly! i am very disappointed with uber app for these two reasons. i do not think i will continue to use this ride share.,Negative,0
"this service is very good this service is very good, you can make international payments very easily.",Positive,2
uber sent a driver when we did not call for one the uber app somehow called for a ride i did not need and almost charged us a fee for keeping the driver waiting. we were changing flights in bogota columbia and i looked at my phone and it said we were to meet the driver for a ride to the local mall. we had to board for a flight to lima in 30 minutes! i canceled and became extremely angry.,Negative,0
"locked out, and no support from customer service while on holiday we were locked out of the house, and despite calling customer services numerous times no one would put us in touch with the owners. several times customer services just hung up. we had no way of contacting the owners and ended up being outside in a very high temperature with none of our things for over 4 hours. i am trying to contact customer services again since coming home and i still cannot get through. i will not be using this company again",Negative,0
"friendly driver friendly driver, nice car but long waiting time",Positive,2
needs more to fully manage cash i like the app. but i need some investment platform to manage cash think that wise lacks,Positive,2
netflix only allows 2 family members access at a time in my home without charging extra i have had netflix for many years. tonight i got a notice that there were too many people watching on my account. i discovered that i need a premium account if 3 people in my family want to watch at the same time. i have other streaming services that all allow all members in my family to watch at the same time. some even allow 5 people. why should i have to pay extra to watch netflix in my own home family members only ? i am thinking about dropping netflix completely. i would understand if it were another residence but all 3 of us are here in the same house and are in the same family! you just became the worst of the streaming services and i plan to spread the word!,Negative,0
worst customer service ever worst customer service ever - struggled to get online rather then app to cancel the free trial and then was charged and finally they replied and said they wouldn t refund as given plenty of notice within the trial to cancel - explained i couldn t access account as email didn t work and could renew password and had reached out to them prior and no response - i even escalated the complaint twice and told no refund as my fault,Negative,0
used netflix for a recent purchase andokay experience used netflix for a recent purchase and it was alright. communication was clear and i always knew where my order stood. unfortunately one item arrived damaged and the replacement took a while. would consider them again if the issues get sorted.,Neutral,1
gave me all the tools i need for school use graphics. gave me all the tools i need for school flyers and my pitch decks.,Positive,2
"awful deterioration of price and service this was a really great platform. something's gone horribly wrong in the last 6 months though. prices doubled at least on many products. and in the uk they have now engaged a courier j t express who do not even have a fully working delivery network! they are accepting delivery commitments without actually knowing how they will deliver. and the tracking updates make it look like they did try to deliver and you refused to take the parcel!!! absolute shocking downfall of service levels, prices up, penny-pinching on delivery, and there's nothing you can do about it because couriers are unresponsive, and cannot get your money back from temu until it is horribly overdue. i hope they fix this, but i feel that the consumer is just getting crapped on yet again in the name of profit.",Negative,0
what is this edit system i cannot move what is this edit system i cannot move my songs anymore in my playlists like what is this new update i am starting to think if i want to swap to a different app now because of this it is just pissing me off now,Negative,0
getting fed up getting fed up of paying for rubbish to watch going to cancel next month,Negative,0
it s a great place for creation a lot of useful elements! amazing,Positive,2
its far too complicated and i was its far too complicated and i was unable to transfer money to my sister in australia.,Negative,0
"subscription cancelled things have been getting worse for a long time. it s becoming more expensive all time and on top of that, instead of making it easier to access the platform customers pay for, access is being made more difficult. is this encouraging people to watch legal movies or series? also no! for soft power kremlin propaganda and cartoons promoting soviet army. subscription cancelled.",Negative,0
"just a general review of how spotify works and how it affects people s usage of it. everytime you stop me from playing the tracks i want only i shut the app down and go and listen to music on other app. the reason i still keep using your app and not get rid of it, is because i like the layout and functionality, but as soon as i can t listen to the songs i want to listen to, you lose me a a customer to watch your adverts that you get income from for the rest of that day until the metrics reset. you really need to change your business model if you want to increase your revenue, focusing on keeping non-paying customers on your app for longer and you ll increase your advertising revenue.",Negative,0
netflix are robbers how there you to take my money from bank account without my permissioin i did not do any subscription this is the second time you are scamers and thieves i want my f..... money back,Negative,0
"inconstructuve refunds quite disturbing how temu denies your return package. happend twice now and i can not understand how it is possible. after following the clear instructions giving, replacing the item as you recievd it now they stating no barcodes attached to the product. really the garments do not even have barcodes and i used the same packaging that they sent the item with. this is now the 2nd time temu withheld a refund and within in minutes when u log a claim it gets denied. quite sad po-184-14928897992310009",Negative,0
"thank you for jian so professional thank you for jian so professional. so kind. love canva,love its support .",Positive,2
"purchased several flights through purchased several flights through booking.com. one with animawings and the other one with flyone europe. both scam airlines. flights were paid in full then cancelled without notification neither through booking nor directly. booking.com is washing their hands sending me to deal with the airline which does not respond nor intends to refnd the money. booking.com is gone down big time becoming unreliable and untrusted, disloyal service provider. thank you booking.com for treating a 20 yr customer with the outmost disrespect",Negative,0
"i think thats enough i cancelled my subscription, the quality of the content has dropped drastically. nothing good has been released recently, just some low grade nonsense! id try something else that dosent treat users like fools!",Negative,0
would not let me activate my student would not let me activate my student account,Negative,0
"ridiculous very disappointing experience with uber. drivers put in long hours and spend money on fuel, maintenance and running costs, yet the pay for many trips feels ridiculously low. the fares often don t seem to reflect the time and distance involved. uber needs to start paying drivers fairly and value the people who keep the platform running.",Negative,0
"zero support when problems arose en route booked an accommodation through booking.com and paid fully in advance. when issues arose while we were en route and the accommodation turned out to be unreachable by phone, we immediately contacted booking.com customer service for mediation and assistance. booking.com simply stated they could do nothing for us and merely referred us back to the unreachable host. as a result, we were left entirely on our own while traveling and were forced to incur additional costs for alternative lodging ourselves. terrible support in emergency situations.",Negative,0
i dont like that u have to buy so many i dont like that u have to buy so many templates.,Neutral,1
"scammers charging uber one membership with no transparency! good service from taxi drivers but today horrified to see two uber one membership charges on my credit card when i never knowingly subscribed to an uber one membership - this stinks of a scam! i had no idea what uber one membership is, that was until i saw two charges on my credit card! the app is cunningly designed to sign you up to uber one without you realising, there is no transparency at all. agents are trained to be highly sympathetic and say this has happened to them, so their agents are trained to be part of the scam. these scammers must be making a fortune from unsuspecting customers. rotten unethical scammers! shame on them!",Negative,0
i order from temu regularly and have i order from temu regularly and have never had any major problems. but since they started using j t express for deliveries its been a nightmare! my tracking has been stuck on out for delivery for 9 days now and still no parcel. nobody from j t express replies to messages or emails and temu just tells me to wait longer! if temu continue to use j t express i will no longer order from them.,Negative,0
"love the family account love the family account, my 4 children can also enjoy their playlists",Positive,2
"a strange start i made a contract on june 26 and paid immediately. last night netflix kicked me out. there is a problem they said as i would use a vpn or something. i have no vpn but could not continue watching, anything. i looged out and in again, then i had to set up my account completely, which was weird. then i received an email that they charged me again. i wrote to the customer service but the email bounced back. i do not like that. if there is no help there is no trust. this morning i had an email saying i would have used another device - which is completely nuts as i only have one computer. this is really a strange start with netflix.",Negative,0
"no real customer service, horrible if you need any changes foreign company. no way to call us based agents to change reservation. they force to a chat that takes forever and after a long wait they state you need to wait for another department to review your request. will never use them again. it is like anything i have ever experienced.",Negative,0
i have had two different orders i have had two different orders delivered to wrong address or stolen by driver even after texting or calling the driver they made no attempt to rectify the delivery. i had to deal with constant run around getting my money back for my orders they are the worst and delete my account they told they couldn t refund my money on my last order to to their refund policy. they will not ever get my business again.,Negative,0
"they are a truly unaccountable service they are a truly unaccountable service. they stack deliveries on drivers and the drivers are horrible. they end customer service chats, even when you have no resolution. just try something else. uber eats, or just ordering from the restaurant. it is not worth it at all.",Negative,0
"booking.com canceled my reservation without my permission i booked a two week reservation at a stay usa hotel in hot springs, sd. i had some scheduling issues, so i called the hotel ahead of time and told the employee on the phone i would not make my first night of vacation. the hotel put in the notes i would not make it in on friday, august 7th. when i showed up on august 8th, the hotel employees did not have a room for me. this is unacceptable, and i expect a full refund and all of my venture credit card reward points back. the fact that booking.com can update my reservation to a no show without getting in touch with me first should be illegal",Negative,0
"starts with the last episode! this is the second time i have started watching a thriller series and the app auto started the last episode, not the first. half way through, after trying to piece it all together we realized it was the last episode. great job netflix! why bother making tv shows if you are just going to ruin the ending?",Negative,0
i recently watched immortal man and was horrified to discover tommy shelburn was killed. the actor who plays is son is a dreadful actor. please dont make anymore episodes. you have ruined the series f... see more,Negative,0
"original booking for property was original booking for property was unexpectedly cancelled. as a gesture of goodwill, booking had offered partial refund. receipt of an alternative booking for the same period needs to be uploaded to provided link send in an email. guess what, link does not work. if you try to contact them, ai agent picks up - no other alternative. since it is useless, it directs you to send message to customer service - but guess what, message cannot be sent. then it offers you to call customer service, but less that 1min into the call, it drops it. i tried multiple times, every time it ends the same - you simply cannot contact anyone. god forbid you have mayor issue with accommodation booking - you will not be able to contact a living soul or resolve anything. probably you will have to say goodbye to your money or take them to court. in any case, you lose.",Negative,0
"a huge disappointment i was sorry to have to write such a negative review. i opened a new uber account which i have now deleted. the first taxi ride was positive with being on time and a friendly driver. then i booked a taxi and the driver never showed yet they still tried to charge me. customer services kept me going round in circles and then simply ignored the issue so i blocked them from any further transactions and deleted the account. my advice avoid , look elsewhere or at local companies instead.",Negative,0
one of the worst online platforms ever one of the worst online platforms ever i visited. i order an item and it s 15 days and still says that port need to clear. pathetic,Negative,0
"absolutely terrible experience absolutely terrible experience. i placed a 104 pizza hut order and never received it. instead, the driver delivered one random chipotle box that clearly belonged to someone else. i sent proof and explained that i received the wrong restaurant s order, yet uber eats still refused to refund me after their so-called investigation. i paid over 100, received none of my food, and was left with a generic denial instead of actual customer service. completely unacceptable.",Negative,0
"horrible service and property if i could give them less than 1 star i would! 1st, the property they represent at 2500 pennsylvania ave washington dc is terrible. dirty, poorly maintained, and a c barely working. we we discussed with front desk personnel who were high and reeked of pot were not only unhelpful but were rude. when we called booking.com customer service, they also were completely unhelpful and disconnected the call multiple times. we filed a dispute which they have denied with no means of contacting them. do not use booking.com.",Negative,0
"it is easy and fast to manage. it is easy and fast to manage. my money grows while i sleep. i also appreciate that they do not constantly bombard me with questions like other platforms, whether about taxes or other regulatory matters.",Positive,2
"erroneous billing i started a purchase, but never confirmed it. i was then debited 48.12 and 63.47. these purchases do not show up on my temu account under history. i contacted them and could not get a live person. the chat was useless. i then had to block them from my bank, so this is the last time i will order from them. not recommended.",Negative,0
never trust this service.. never trust this service... they charge more than what is shown in the app before the trip. they charge lot of money after the trip. it is a fraud. please do not use this service. i lost my money through multiple rides.,Negative,0
"reservation 6387445410 utropolis 2r1b reservation 6387445410 utropolis 2r1b on 18.7.26 to 20.7.26. very bad booking.com advertise a property that is not available, cannot be contacted. no refund from booking.com. no responsibility by booking.com. excuses from booking.com is complaint after booking date. this is a scam. booking.com is not a trusted platform . unverified properties listed. scam",Negative,0
"great way to travel with the wise card great safe way to travel i love using my travel card, and i love the freeze option. and how wise offer great exchange rates.",Positive,2
"will not let you use what you have paid for banned me from using a service i have paid for while in a different location to my home. this is a joke, i will be getting my money back and i will refuse to ever use this rubbish service again!",Negative,0
i think it is a shame that a corporation i think it is a shame that a corporation as big as netflix would charge extra for family members they should be thanking them for watching netflix and not crucifying them with extra money just to have netflix all of it corporate greed netflix a billion dollar company and still their rude to their own customers bye charging all family members about 20.00 dollars extra unbelievable and disrespectful. like i said it is corporate greed we get poorer and they get richer unbelievable.,Negative,0
"i received an email asking for more i received an email asking for more information. i logged in to my account and it says i have an email i have to action, but the page doesnt open. i dont know if my money is transferred or not. confusing service",Neutral,1
great streaming service great streaming service the pricing may be the downsides but this is a great way to watch shows and movies,Positive,2
"issue signing up title doordash verified my identity, but system locks onboarding due to old account glitch.review the doordash operations team explicitly reviewed my submission and sent me an email stating we reviewed your submission and were able to verify your identity. you can now head back to the app, finish signing up, and submit your background check. however, when i go back to the app, it is completely locked by an error saying it looks like you already have a dasher account. it is matching my verified id to my old, inactive email address j.....................i previously requested doordash to cancel and remove that account, but they failed to purge my data from the backend database. i need a corporate specialist to manually unlink my information from j.................... so i can submit my background check like their email says.please contact me and update my file at my current email address d..................",Negative,0
